BCC_ID,名称,标签,描述,状态,GPU型号,GPU数量,GPU显存,实例规格,主IPv4私网地址,主IPv4公网地址,IP地址,弹性网卡数量,ipv6地址,CPU（核）,内存（GB）,系统盘（GB）,操作系统名称,操作系统版本,支付方式,所在网络,所在子网,创建时间,到期时间,地域,可用区,密钥对id,密钥对名称
"i-1cIxiNhV","cce-uk1zi507-4c7y3z6n","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-cluster-id:cce-3nusu9su,cce-instance-group-id:cce-ig-csxri4ds","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.198","","10.90.0.198(内)  -(公)
","1","","208","1952","1000","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:13","","\u9633\u6CC9","可用区C","",""
"i-iOdx7XVZ","cce-uk1zi507-nzo5b6im","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.211","","10.90.0.211(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:12","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-3IMvEVfn","cce-uk1zi507-1f91p1od","","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.208","","10.90.0.208(内)  -(公)
","2","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:12","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-UT6IZaXl","cce-uk1zi507-78g1lv83","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,工程:AI平台,cce-cluster-id:cce-xrg955qz,项目:AI平台,申请人:田新明202413733,工单:40466628-44ff-11f0-97de-8adc659c3927,cce-instance-group-id:cce-ig-gx14sgw9","","运行中","nTeslaH800","8","640GB","bcc.lgn6tcefc.c208m1952.8h800.8re.4d","10.90.0.213","","10.90.0.213(内)  -(公)
","1","","208","1952","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T15:27:08","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-upiojqft","cce-uk1zi507-1dpcvptw","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.32","","10.90.1.32(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T14:15:24","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-0fxUjMGw","cce-uk1zi507-byagmiqp","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-5od2q7kk","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.40","","10.90.1.40(内)  -(公)
","1","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T14:14:55","","\u9633\u6CC9","可用区C","",""
"i-3NtBJyAH","cce-xrg955qz-k2vi1g8h","","","运行中","nTeslaH20","8","768GB","ehc.lgn7tne.c208m2048.8h20.4re.4d","10.90.1.33","","10.90.1.33(内)  -(公)
","2","","208","2048","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-AI平台-node1","2025-06-04T14:14:52","","\u9633\u6CC9","可用区C","k-AH4p9W9A","SSH-KEY_CCE-PROD-AI平台-训练任务"
"i-Jq7I5yMt","cce-ig-49zcib7u-h4vv81de-92wz24nr","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.60","","10.89.0.60(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-06-03T18:52:30","","\u9633\u6CC9","可用区C","",""
"i-wJLqnCzs","cce-ig-49zcib7u-maz0x4oy-92wz24nr-1","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-49zcib7u,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.59","","10.89.0.59(内)  -(公)
","2","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-06-03T17:57:15","","\u9633\u6CC9","可用区C","",""
"i-0VNZPiCl","cce-ig-49zcib7u-maz0x4oy-92wz24nr-3","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879,is_gup:true,is_gpu:true","","运行中","nTeslaL20","8","384GB","ehc.lgn7sne.c208m1024.8l20.4re.4d","10.89.0.58","","10.89.0.58(内)  -(公)
","0","","208","1024","500","Ubuntu","22.04-U1 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-06-03T17:57:15","","\u9633\u6CC9","可用区C","",""
"i-XR6wBkXP","CCR-镜像同步-From-字节","默认项目:","","运行中","","0","","bcc.g4.c16m64","10.200.0.12","","10.200.0.12(内)  -(公)
","0","","16","64","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","字节数据同步-勿删","2025-05-29T15:50:46","","\u9633\u6CC9","可用区C","",""
"i-YjHCd1jk","映射主机新增-01","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.56","","10.79.0.56(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-oXCMOxZa","映射主机新增-02","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.49","","10.79.0.49(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-ECiLKZek","映射主机新增-03","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.64","","10.79.0.64(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-RycPvTYf","映射主机新增-04","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.57","","10.79.0.57(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-P1hPMZCG","映射主机新增-05","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.62","","10.79.0.62(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-dres5YeC","映射主机新增-06","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.61","","10.79.0.61(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-9NoSCwwg","映射主机新增-07","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.67","","10.79.0.67(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-ELIe2LxX","映射主机新增-08","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.60","","10.79.0.60(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-QJC98dNY","映射主机新增-09","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.66","","10.79.0.66(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-uSffbGqJ","映射主机新增-10","默认项目:","","运行中","","0","","bcc.g4.c48m192","10.79.0.59","","10.79.0.59(内)  -(公)
","0","","48","192","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-生产-DMZ区","2025-05-23T20:53:53","","\u9633\u6CC9","可用区C","",""
"i-0pXKGumJ","cce-ig-g7ocxqwl-mipow9a5-o1j4fp1j-1","工程:闭环,申请人:张霞202002266,source:CCE,开通人:丁一202509531,工单:55c3d00e-2bbb-11f0-936b-1642a3e5fbac,cce-cluster-id:cce-216ima4l,cce-instance-group-id:cce-ig-g7ocxqwl","","运行中","","0","","bcc.g4.c64m256","10.91.0.14","","10.91.0.14(内)  -(公)
","1","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-05-23T16:11:37","","\u9633\u6CC9","可用区C","",""
"i-cOtpMWnW","cce-ig-g7ocxqwl-mipow9a5-o1j4fp1j-2","工程:闭环,申请人:张霞202002266,source:CCE,开通人:丁一202509531,工单:55c3d00e-2bbb-11f0-936b-1642a3e5fbac,cce-cluster-id:cce-216ima4l,cce-instance-group-id:cce-ig-g7ocxqwl","","运行中","","0","","bcc.g4.c64m256","10.91.0.12","","10.91.0.12(内)  -(公)
","1","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-05-23T16:11:37","","\u9633\u6CC9","可用区C","",""
"i-Gb44c0Mn","cce-ig-g7ocxqwl-mipow9a5-o1j4fp1j-3","工程:闭环,申请人:张霞202002266,source:CCE,开通人:丁一202509531,工单:55c3d00e-2bbb-11f0-936b-1642a3e5fbac,cce-cluster-id:cce-216ima4l,cce-instance-group-id:cce-ig-g7ocxqwl","","运行中","","0","","bcc.g4.c64m256","10.91.0.13","","10.91.0.13(内)  -(公)
","2","","64","256","500","baidulinux","3.0 x86_64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-05-23T16:11:37","","\u9633\u6CC9","可用区C","",""
"i-htMnS1EP","cce-ig-g7ocxqwl-gpwh26it-o1j4fp1j","工程:闭环,申请人:张霞202002266,开通人:丁一202509531,工单:55c3d00e-2bbb-11f0-936b-1642a3e5fbac","","运行中","","0","","bcc.g4.c64m256","10.91.0.11","","10.91.0.11(内)  -(公)
","0","","64","256","500","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-沙盒环境-node1","2025-05-23T14:13:53","","\u9633\u6CC9","可用区C","",""
"i-WE2nzyqu","cce-ig-n2n53rim-xj29nuxg-caep2nx6-01","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.55","","10.89.0.55(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-Y5bWmDK8","cce-ig-n2n53rim-xj29nuxg-caep2nx6-04","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.43","","10.89.0.43(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-5GnCba5c","cce-ig-n2n53rim-xj29nuxg-caep2nx6-06","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.53","","10.89.0.53(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-CE7AG70n","cce-ig-n2n53rim-xj29nuxg-caep2nx6-07","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.57","","10.89.0.57(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-QemJWJVP","cce-ig-n2n53rim-xj29nuxg-caep2nx6-10","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.47","","10.89.0.47(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-gpVP7De6","cce-ig-n2n53rim-xj29nuxg-caep2nx6-11","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.48","","10.89.0.48(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-VT48d9yk","cce-ig-n2n53rim-xj29nuxg-caep2nx6-13","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.44","","10.89.0.44(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-OiAI7fCM","cce-ig-n2n53rim-xj29nuxg-caep2nx6-16","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.52","","10.89.0.52(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-wXlhTJzo","cce-ig-n2n53rim-xj29nuxg-caep2nx6-19","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.56","","10.89.0.56(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-RORdgSWz","cce-ig-n2n53rim-xj29nuxg-caep2nx6-20","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.51","","10.89.0.51(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-DBYUTKQ9","cce-ig-n2n53rim-xj29nuxg-caep2nx6-25","环境:哈密百度云生产,开通人:曹恩润202312621,项目:调度平台,工程:调度平台,申请人:黄佳202505879","","运行中","","0","","bcc.g4.c84m352","10.89.0.54","","10.89.0.54(内)  -(公)
","0","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T14:03:16","","\u9633\u6CC9","可用区C","",""
"i-JlO7GYeX","cce-ig-n2n53rim-ligindqy-caep2nx6-01","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,cce-cluster-id:cce-k5sn275j,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-instance-group-id:cce-ig-bjjcpy8k","","运行中","","0","","bcc.g4.c84m352","10.89.0.27","","10.89.0.27(内)  -(公)
","1","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-bNSbzE8e","cce-ig-n2n53rim-ligindqy-caep2nx6-02","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,cce-cluster-id:cce-k5sn275j,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-instance-group-id:cce-ig-bjjcpy8k","","运行中","","0","","bcc.g4.c84m352","10.89.0.24","","10.89.0.24(内)  -(公)
","1","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-sSyvuN4b","cce-ig-n2n53rim-ligindqy-caep2nx6-03","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.14","","10.89.0.14(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-cgrCuHAp","cce-ig-n2n53rim-ligindqy-caep2nx6-04","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.17","","10.89.0.17(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-XZuomcsb","cce-ig-n2n53rim-ligindqy-caep2nx6-05","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.20","","10.89.0.20(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-AQ0MFA1E","cce-ig-n2n53rim-ligindqy-caep2nx6-06","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,cce-cluster-id:cce-k5sn275j,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-instance-group-id:cce-ig-bjjcpy8k","","运行中","","0","","bcc.g4.c84m352","10.89.0.28","","10.89.0.28(内)  -(公)
","1","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-hTQyax2K","cce-ig-n2n53rim-ligindqy-caep2nx6-07","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.10","","10.89.0.10(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-lBFqxsxK","cce-ig-n2n53rim-ligindqy-caep2nx6-08","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.21","","10.89.0.21(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
"i-Tl96JiEI","cce-ig-n2n53rim-ligindqy-caep2nx6-09","环境:哈密百度云生产,开通人:曹恩润202312621,source:CCE,项目:调度平台,工程:调度平台,申请人:黄佳202505879,cce-cluster-id:cce-2ys5dxch,cce-instance-group-id:cce-ig-n2n53rim","","运行中","","0","","bcc.g4.c84m352","10.89.0.9","","10.89.0.9(内)  -(公)
","2","","84","352","100","Ubuntu","22.04 LTS amd64 (64bit)","后付费","VPC-哈密中心资源池-生产区","sn-数据处理-node1","2025-05-23T13:56:46","","\u9633\u6CC9","可用区C","",""
